GEO_NAME,CHARACTERISTIC_ID,CHARACTERISTIC_NAME,Total Population,Total Population of Men,Total Population of Women
Cobourg,176,"    $20,000 to $29,999",3025,1195,1830
Cobourg,177,"    $30,000 to $39,999",2805,1185,1620
Cobourg,178,"    $40,000 to $49,999",2305,1075,1235
Cobourg,179,"    $50,000 to $59,999",1655,835,820
Cobourg,180,"    $60,000 to $69,999",1095,600,495
Cobourg,181,"    $70,000 to $79,999",795,455,340
Cobourg,182,"    $80,000 to $89,999",625,325,300
Cobourg,183,"    $90,000 to $99,999",315,200,110
Cobourg,184,"    $100,000 and over",755,525,225
Cobourg,185,"      $100,000 to $124,999",380,260,120
Cobourg,186,"      $125,000 and over",375,270,105
Cobourg,191,"    $5,000 to $9,999",860,390,470
Cobourg,192,"    $10,000 to $19,999",1180,470,705
Cobourg,193,"    $20,000 to $29,999",950,390,560
Cobourg,194,"    $30,000 to $39,999",965,425,540
Cobourg,195,"    $40,000 to $49,999",815,385,435
Cobourg,196,"    $50,000 to $59,999",730,365,370
Cobourg,197,"    $60,000 to $69,999",595,315,280
Cobourg,198,"    $70,000 to $79,999",425,260,165
Cobourg,199,"    $80,000 to $89,999",370,220,150
Cobourg,200,"    $90,000 to $99,999",360,200,165
Cobourg,201,"    $100,000 and over",1035,710,320
Cobourg,202,"      $100,000 to $124,999",525,335,190
Cobourg,203,"      $125,000 and over",510,380,130
Cobourg,262,"  $5,000 to $9,999",30,,
Cobourg,263,"  $10,000 to $14,999",100,,
Cobourg,264,"  $15,000 to $19,999",175,,
Cobourg,265,"  $20,000 to $24,999",345,,
Cobourg,266,"  $25,000 to $29,999",375,,
Cobourg,267,"  $30,000 to $34,999",305,,
Cobourg,268,"  $35,000 to $39,999",420,,
Cobourg,269,"  $40,000 to $44,999",415,,
Cobourg,270,"  $45,000 to $49,999",385,,
Cobourg,271,"  $50,000 to $59,999",755,,
Cobourg,272,"  $60,000 to $69,999",700,,
Cobourg,273,"  $70,000 to $79,999",715,,
Cobourg,274,"  $80,000 to $89,999",625,,
Cobourg,275,"  $90,000 to $99,999",560,,
Cobourg,276,"  $100,000 and over",3185,,
Cobourg,277,"    $100,000 to $124,999",1090,,
Cobourg,278,"    $125,000 to $149,999",705,,
Cobourg,279,"    $150,000 to $199,999",785,,
Cobourg,280,"    $200,000 and over",610,,
Cobourg,283,"  $5,000 to $9,999",30,,
Cobourg,284,"  $10,000 to $14,999",105,,
Cobourg,285,"  $15,000 to $19,999",185,,
Cobourg,286,"  $20,000 to $24,999",370,,
Cobourg,287,"  $25,000 to $29,999",430,,
Cobourg,288,"  $30,000 to $34,999",400,,
Cobourg,289,"  $35,000 to $39,999",465,,
Cobourg,290,"  $40,000 to $44,999",470,,
Cobourg,291,"  $45,000 to $49,999",430,,
Cobourg,292,"  $50,000 to $59,999",855,,
Cobourg,293,"  $60,000 to $69,999",875,,
Cobourg,294,"  $70,000 to $79,999",820,,
Cobourg,295,"  $80,000 to $89,999",670,,
Cobourg,296,"  $90,000 to $99,999",565,,
Cobourg,297,"  $100,000 and over",2415,,
Cobourg,298,"    $100,000 to $124,999",1005,,
Cobourg,299,"    $125,000 to $149,999",605,,
Cobourg,300,"    $150,000 and over",805,,
Cobourg,336,  0 to 17 years,3110,1595,1520
Cobourg,338,  18 to 64 years,10360,4920,5440
Cobourg,339,  65 years and over,6315,2735,3580
Cobourg,341,  0 to 17 years,390,195,190
Cobourg,343,  18 to 64 years,965,445,525
Cobourg,344,  65 years and over,575,195,380
Cobourg,351,  0 to 17 years,3115,1595,1515
Cobourg,353,  18 to 64 years,10355,4915,5435
Cobourg,354,  65 years and over,6310,2730,3580
Cobourg,356,  0 to 17 years,105,50,55
Cobourg,358,  18 to 64 years,390,205,185
Cobourg,359,  65 years and over,55,15,35
Cobourg,1457,  15 to 24 years,90,,
Cobourg,1458,  25 to 34 years,780,,
Cobourg,1459,  35 to 44 years,1130,,
Cobourg,1460,  45 to 54 years,1075,,
Cobourg,1461,  55 to 64 years,1880,,
Cobourg,1462,  65 to 74 years,2105,,
Cobourg,1463,  75 to 84 years,1455,,
Cobourg,1464,  85 years and over,620,,
Cobourg,1540,  5 to 14 years,560,305,250
Cobourg,1541,  15 to 24 years,745,315,435
Cobourg,1542,  25 to 44 years,780,385,395
Port Hope,9,  0 to 14 years,2215,1135,1075
Port Hope,12,    10 to 14 years,795,410,385
Port Hope,13,  15 to 64 years,10245,5020,5225
Port Hope,14,    15 to 19 years,800,420,380
Port Hope,15,    20 to 24 years,745,405,335
Port Hope,16,    25 to 29 years,925,465,465
Port Hope,17,    30 to 34 years,1025,485,540
Port Hope,18,    35 to 39 years,970,490,480
Port Hope,19,    40 to 44 years,880,465,415
Port Hope,20,    45 to 49 years,890,425,465
Port Hope,21,    50 to 54 years,1060,525,535
Port Hope,22,    55 to 59 years,1485,695,790
Port Hope,23,    60 to 64 years,1465,650,820
Port Hope,24,  65 years and over,4835,2220,2620
Port Hope,25,    65 to 69 years,1405,670,740
Port Hope,26,    70 to 74 years,1355,625,730
Port Hope,27,    75 to 79 years,920,470,450
Port Hope,28,    80 to 84 years,540,245,295
Port Hope,29,    85 years and over,615,210,400
Port Hope,30,      85 to 89 years,355,130,220
Port Hope,31,      90 to 94 years,190,65,120
Port Hope,32,      95 to 99 years,60,15,50
Port Hope,35,  0 to 14 years,12.8,13.5,12.1
Port Hope,36,  15 to 64 years,59.2,59.9,58.6
Port Hope,37,  65 years and over,28,26.5,29.4
Port Hope,38,    85 years and over,3.6,2.5,4.5
Port Hope,159,"    $10,000 to $19,999",1745,645,1100
Port Hope,160,"    $20,000 to $29,999",2100,815,1280
Port Hope,161,"    $30,000 to $39,999",1805,760,1040
Port Hope,162,"    $40,000 to $49,999",1675,780,895
Port Hope,163,"    $50,000 to $59,999",1435,720,710
Port Hope,164,"    $60,000 to $69,999",1090,590,495
Port Hope,165,"    $70,000 to $79,999",865,510,355
Port Hope,166,"    $80,000 to $89,999",595,360,235
Port Hope,167,"    $90,000 to $99,999",475,275,205
Port Hope,168,"    $100,000 and over",1550,1045,505
Port Hope,169,"      $100,000 to $149,999",1005,655,355
Port Hope,170,"      $150,000 and over",545,385,155
Port Hope,175,"    $10,000 to $19,999",1810,675,1135
Port Hope,176,"    $20,000 to $29,999",2400,955,1445
Port Hope,177,"    $30,000 to $39,999",2135,950,1190
Port Hope,178,"    $40,000 to $49,999",1975,960,1015
Port Hope,179,"    $50,000 to $59,999",1515,825,695
Port Hope,180,"    $60,000 to $69,999",1035,610,430
Port Hope,181,"    $70,000 to $79,999",685,410,275
Port Hope,182,"    $80,000 to $89,999",535,315,220
Port Hope,183,"    $90,000 to $99,999",330,210,115
Port Hope,184,"    $100,000 and over",810,585,230
Port Hope,185,"      $100,000 to $124,999",430,310,120
Port Hope,186,"      $125,000 and over",385,275,115
Port Hope,191,"    $5,000 to $9,999",745,330,420
Port Hope,192,"    $10,000 to $19,999",1065,435,630
Port Hope,193,"    $20,000 to $29,999",845,380,470
Port Hope,194,"    $30,000 to $39,999",930,425,510
Port Hope,195,"    $40,000 to $49,999",710,330,380
Port Hope,196,"    $50,000 to $59,999",740,375,360
Port Hope,197,"    $60,000 to $69,999",585,335,245
Port Hope,198,"    $70,000 to $79,999",470,270,200
Port Hope,199,"    $80,000 to $89,999",400,255,140
Port Hope,200,"    $90,000 to $99,999",330,175,160
Port Hope,201,"    $100,000 and over",1120,775,340
Port Hope,202,"      $100,000 to $124,999",510,330,180
Port Hope,203,"      $125,000 and over",605,445,160
Port Hope,262,"  $5,000 to $9,999",30,,
Port Hope,263,"  $10,000 to $14,999",70,,
Port Hope,264,"  $15,000 to $19,999",115,,
Port Hope,265,"  $20,000 to $24,999",230,,
Port Hope,266,"  $25,000 to $29,999",240,,
Port Hope,267,"  $30,000 to $34,999",205,,
Port Hope,268,"  $35,000 to $39,999",230,,
Port Hope,269,"  $40,000 to $44,999",265,,
Port Hope,270,"  $45,000 to $49,999",290,,
Port Hope,271,"  $50,000 to $59,999",555,,
Port Hope,272,"  $60,000 to $69,999",570,,
Port Hope,273,"  $70,000 to $79,999",470,,
Port Hope,274,"  $80,000 to $89,999",460,,
Port Hope,275,"  $90,000 to $99,999",425,,
Port Hope,276,"  $100,000 and over",3120,,
Port Hope,277,"    $100,000 to $124,999",1000,,
Port Hope,278,"    $125,000 to $149,999",615,,
Port Hope,279,"    $150,000 to $199,999",810,,
Port Hope,280,"    $200,000 and over",690,,
Port Hope,283,"  $5,000 to $9,999",25,,
Port Hope,284,"  $10,000 to $14,999",75,,
Port Hope,285,"  $15,000 to $19,999",120,,
Port Hope,286,"  $20,000 to $24,999",245,,
Port Hope,287,"  $25,000 to $29,999",275,,
Port Hope,288,"  $30,000 to $34,999",235,,
Port Hope,289,"  $35,000 to $39,999",285,,
Port Hope,290,"  $40,000 to $44,999",335,,
Port Hope,291,"  $45,000 to $49,999",355,,
Port Hope,292,"  $50,000 to $59,999",635,,
Port Hope,293,"  $60,000 to $69,999",625,,
Port Hope,294,"  $70,000 to $79,999",565,,
Port Hope,295,"  $80,000 to $89,999",550,,
Port Hope,296,"  $90,000 to $99,999",550,,
Port Hope,297,"  $100,000 and over",2390,,
Port Hope,298,"    $100,000 to $124,999",885,,
Port Hope,299,"    $125,000 to $149,999",575,,
Port Hope,300,"    $150,000 and over",930,,
Port Hope,336,  0 to 17 years,2675,1375,1300
Port Hope,338,  18 to 64 years,9705,4735,4975
Port Hope,339,  65 years and over,4505,2120,2385
Port Hope,341,  0 to 17 years,240,125,115
Port Hope,343,  18 to 64 years,735,345,390
Port Hope,344,  65 years and over,370,140,230
Port Hope,351,  0 to 17 years,2670,1375,1300
Port Hope,353,  18 to 64 years,9700,4735,4970
Port Hope,354,  65 years and over,4510,2125,2390
Port Hope,356,  0 to 17 years,70,30,35
Port Hope,358,  18 to 64 years,310,165,145
Port Hope,359,  65 years and over,40,20,20
Port Hope,1457,  15 to 24 years,70,,
Port Hope,1458,  25 to 34 years,675,,
Port Hope,1459,  35 to 44 years,965,,
Port Hope,1460,  45 to 54 years,1070,,
Port Hope,1461,  55 to 64 years,1670,,
Port Hope,1462,  65 to 74 years,1620,,
Port Hope,1463,  75 to 84 years,890,,
Port Hope,1464,  85 years and over,355,,
Port Hope,1540,  5 to 14 years,410,200,215
Port Hope,1541,  15 to 24 years,385,175,210
Port Hope,1542,  25 to 44 years,605,300,305
Peterborough,9,  0 to 14 years,18930,9655,9270
Peterborough,12,    10 to 14 years,6585,3280,3305
Peterborough,13,  15 to 64 years,78155,38000,40160
Peterborough,14,    15 to 19 years,6405,3245,3165
Peterborough,15,    20 to 24 years,7975,3950,4025
Peterborough,16,    25 to 29 years,8035,4010,4025
Peterborough,17,    30 to 34 years,7890,3905,3985
Peterborough,18,    35 to 39 years,7795,3830,3960
Peterborough,19,    40 to 44 years,6775,3255,3525
Peterborough,20,    45 to 49 years,6775,3360,3410
Peterborough,21,    50 to 54 years,7320,3455,3865
Peterborough,22,    55 to 59 years,9230,4365,4860
Peterborough,23,    60 to 64 years,9960,4630,5335
Peterborough,24,  65 years and over,31535,14225,17315
Peterborough,25,    65 to 69 years,9245,4370,4870
Peterborough,26,    70 to 74 years,8255,3840,4415
Peterborough,27,    75 to 79 years,5760,2680,3080
Peterborough,28,    80 to 84 years,3865,1700,2165
Peterborough,29,    85 years and over,4415,1635,2780
Peterborough,30,      85 to 89 years,2575,1070,1505
Peterborough,31,      90 to 94 years,1330,450,875
Peterborough,32,      95 to 99 years,450,95,350
Peterborough,35,  0 to 14 years,14.7,15.6,13.9
Peterborough,36,  15 to 64 years,60.8,61.4,60.2
Peterborough,37,  65 years and over,24.5,23,25.9
Peterborough,38,    85 years and over,3.4,2.6,4.2
Peterborough,159,"    $10,000 to $19,999",13705,5770,7940
Peterborough,160,"    $20,000 to $29,999",17400,7185,10220
Peterborough,161,"    $30,000 to $39,999",14185,6180,8005
Peterborough,162,"    $40,000 to $49,999",12505,5875,6625
Peterborough,163,"    $50,000 to $59,999",9570,4690,4880
Peterborough,164,"    $60,000 to $69,999",7100,3505,3595
Peterborough,165,"    $70,000 to $79,999",5380,2920,2460
Peterborough,166,"    $80,000 to $89,999",3910,2205,1705
Peterborough,167,"    $90,000 to $99,999",3050,1720,1335
Peterborough,168,"    $100,000 and over",9385,5980,3410
Peterborough,169,"      $100,000 to $149,999",6615,4030,2590
Peterborough,170,"      $150,000 and over",2770,1950,825
Peterborough,175,"    $10,000 to $19,999",14225,5985,8240
Peterborough,176,"    $20,000 to $29,999",19655,8185,11475
Peterborough,177,"    $30,000 to $39,999",16740,7585,9150
Peterborough,178,"    $40,000 to $49,999",13790,6730,7055
Peterborough,179,"    $50,000 to $59,999",9705,4820,4890
Peterborough,180,"    $60,000 to $69,999",6850,3680,3170
Peterborough,181,"    $70,000 to $79,999",4505,2515,1985
Peterborough,182,"    $80,000 to $89,999",3795,2065,1730
Peterborough,183,"    $90,000 to $99,999",2035,1275,760
Peterborough,184,"    $100,000 and over",4415,3055,1360
Peterborough,185,"      $100,000 to $124,999",2320,1585,740
Peterborough,186,"      $125,000 and over",2095,1470,625
Peterborough,191,"    $5,000 to $9,999",5815,2525,3295
Peterborough,192,"    $10,000 to $19,999",8880,3945,4940
Peterborough,193,"    $20,000 to $29,999",6650,3070,3585
Peterborough,194,"    $30,000 to $39,999",6475,3035,3440
Peterborough,195,"    $40,000 to $49,999",5995,2820,3170
Peterborough,196,"    $50,000 to $59,999",4970,2490,2475
Peterborough,197,"    $60,000 to $69,999",4110,2150,1960
Peterborough,198,"    $70,000 to $79,999",3170,1750,1420
Peterborough,199,"    $80,000 to $89,999",2575,1450,1125
Peterborough,200,"    $90,000 to $99,999",2565,1320,1250
Peterborough,201,"    $100,000 and over",6460,4365,2095
Peterborough,202,"      $100,000 to $124,999",3360,2125,1235
Peterborough,203,"      $125,000 and over",3095,2235,860
Peterborough,262,"  $5,000 to $9,999",290,,
Peterborough,263,"  $10,000 to $14,999",610,,
Peterborough,264,"  $15,000 to $19,999",1185,,
Peterborough,265,"  $20,000 to $24,999",2215,,
Peterborough,266,"  $25,000 to $29,999",2060,,
Peterborough,267,"  $30,000 to $34,999",1870,,
Peterborough,268,"  $35,000 to $39,999",2070,,
Peterborough,269,"  $40,000 to $44,999",2195,,
Peterborough,270,"  $45,000 to $49,999",2120,,
Peterborough,271,"  $50,000 to $59,999",4320,,
Peterborough,272,"  $60,000 to $69,999",4075,,
Peterborough,273,"  $70,000 to $79,999",3730,,
Peterborough,274,"  $80,000 to $89,999",3455,,
Peterborough,275,"  $90,000 to $99,999",3065,,
Peterborough,276,"  $100,000 and over",19735,,
Peterborough,277,"    $100,000 to $124,999",6340,,
Peterborough,278,"    $125,000 to $149,999",4340,,
Peterborough,279,"    $150,000 to $199,999",4920,,
Peterborough,280,"    $200,000 and over",4140,,
Peterborough,283,"  $5,000 to $9,999",300,,
Peterborough,284,"  $10,000 to $14,999",635,,
Peterborough,285,"  $15,000 to $19,999",1230,,
Peterborough,286,"  $20,000 to $24,999",2310,,
Peterborough,287,"  $25,000 to $29,999",2410,,
Peterborough,288,"  $30,000 to $34,999",2125,,
Peterborough,289,"  $35,000 to $39,999",2420,,
Peterborough,290,"  $40,000 to $44,999",2475,,
Peterborough,291,"  $45,000 to $49,999",2490,,
Peterborough,292,"  $50,000 to $59,999",4980,,
Peterborough,293,"  $60,000 to $69,999",4660,,
Peterborough,294,"  $70,000 to $79,999",4215,,
Peterborough,295,"  $80,000 to $89,999",3830,,
Peterborough,296,"  $90,000 to $99,999",3435,,
Peterborough,297,"  $100,000 and over",15420,,
Peterborough,298,"    $100,000 to $124,999",6135,,
Peterborough,299,"    $125,000 to $149,999",3740,,
Peterborough,300,"    $150,000 and over",5545,,
Peterborough,336,  0 to 17 years,22635,11585,11050
Peterborough,338,  18 to 64 years,73900,35710,38190
Peterborough,339,  65 years and over,29460,13600,15860
Peterborough,341,  0 to 17 years,2575,1315,1255
Peterborough,343,  18 to 64 years,7720,3660,4060
Peterborough,344,  65 years and over,3340,1245,2095
Peterborough,351,  0 to 17 years,22335,11415,10920
Peterborough,353,  18 to 64 years,72975,35280,37695
Peterborough,354,  65 years and over,29095,13435,15660
Peterborough,356,  0 to 17 years,575,280,290
Peterborough,358,  18 to 64 years,4715,2510,2205
Peterborough,359,  65 years and over,375,165,215
Peterborough,1457,  15 to 24 years,1620,,
Peterborough,1458,  25 to 34 years,6575,,
Peterborough,1459,  35 to 44 years,7670,,
Peterborough,1460,  45 to 54 years,7705,,
Peterborough,1461,  55 to 64 years,10920,,
Peterborough,1462,  65 to 74 years,10535,,
Peterborough,1463,  75 to 84 years,5985,,
Peterborough,1464,  85 years and over,2370,,
Peterborough,1540,  5 to 14 years,2295,1135,1165
Peterborough,1541,  15 to 24 years,2265,1050,1210
Peterborough,1542,  25 to 44 years,4150,1935,2220
Kawartha Lakes,9,  0 to 14 years,10540,5440,5095
Kawartha Lakes,12,    10 to 14 years,3610,1905,1710
Kawartha Lakes,13,  15 to 64 years,46355,23415,22945
Kawartha Lakes,14,    15 to 19 years,3420,1740,1685
Kawartha Lakes,15,    20 to 24 years,3655,1970,1685
Kawartha Lakes,16,    25 to 29 years,4060,2140,1915
Kawartha Lakes,17,    30 to 34 years,4275,2230,2045
Kawartha Lakes,18,    35 to 39 years,4215,2140,2075
Kawartha Lakes,19,    40 to 44 years,3900,1955,1945
Kawartha Lakes,20,    45 to 49 years,3955,1965,1995
Kawartha Lakes,21,    50 to 54 years,4810,2400,2410
Kawartha Lakes,22,    55 to 59 years,6770,3240,3530
Kawartha Lakes,23,    60 to 64 years,7295,3630,3665
Kawartha Lakes,24,  65 years and over,22355,10530,11830
Kawartha Lakes,25,    65 to 69 years,6995,3360,3630
Kawartha Lakes,26,    70 to 74 years,5950,2940,3010
Kawartha Lakes,27,    75 to 79 years,4215,2020,2185
Kawartha Lakes,28,    80 to 84 years,2600,1245,1355
Kawartha Lakes,29,    85 years and over,2595,960,1640
Kawartha Lakes,30,      85 to 89 years,1595,665,930
Kawartha Lakes,31,      90 to 94 years,790,245,540
Kawartha Lakes,32,      95 to 99 years,190,45,155
Kawartha Lakes,35,  0 to 14 years,13.3,13.8,12.8
Kawartha Lakes,36,  15 to 64 years,58.5,59.5,57.6
Kawartha Lakes,37,  65 years and over,28.2,26.7,29.7
Kawartha Lakes,38,    85 years and over,3.3,2.4,4.1
Kawartha Lakes,159,"    $10,000 to $19,999",8700,3480,5215
Kawartha Lakes,160,"    $20,000 to $29,999",10900,4615,6290
Kawartha Lakes,161,"    $30,000 to $39,999",8605,3695,4910
Kawartha Lakes,162,"    $40,000 to $49,999",7750,3780,3970
Kawartha Lakes,163,"    $50,000 to $59,999",6205,3180,3025
Kawartha Lakes,164,"    $60,000 to $69,999",4540,2550,1990
Kawartha Lakes,165,"    $70,000 to $79,999",3445,2090,1360
Kawartha Lakes,166,"    $80,000 to $89,999",2500,1540,955
Kawartha Lakes,167,"    $90,000 to $99,999",1965,1175,795
Kawartha Lakes,168,"    $100,000 and over",5560,3765,1795
Kawartha Lakes,169,"      $100,000 to $149,999",3975,2590,1385
Kawartha Lakes,170,"      $150,000 and over",1590,1175,420
Kawartha Lakes,175,"    $10,000 to $19,999",9125,3660,5470
Kawartha Lakes,176,"    $20,000 to $29,999",12285,5230,7060
Kawartha Lakes,177,"    $30,000 to $39,999",10130,4585,5540
Kawartha Lakes,178,"    $40,000 to $49,999",8795,4520,4270
Kawartha Lakes,179,"    $50,000 to $59,999",6275,3435,2840
Kawartha Lakes,180,"    $60,000 to $69,999",4215,2525,1690
Kawartha Lakes,181,"    $70,000 to $79,999",3040,1885,1150
Kawartha Lakes,182,"    $80,000 to $89,999",2100,1225,870
Kawartha Lakes,183,"    $90,000 to $99,999",1275,870,405
Kawartha Lakes,184,"    $100,000 and over",2595,1845,750
Kawartha Lakes,185,"      $100,000 to $124,999",1455,1010,440
Kawartha Lakes,186,"      $125,000 and over",1135,830,305
Kawartha Lakes,191,"    $5,000 to $9,999",3260,1380,1880
Kawartha Lakes,192,"    $10,000 to $19,999",5125,2300,2825
Kawartha Lakes,193,"    $20,000 to $29,999",3815,1775,2040
Kawartha Lakes,194,"    $30,000 to $39,999",3950,1815,2135
Kawartha Lakes,195,"    $40,000 to $49,999",3630,1720,1905
Kawartha Lakes,196,"    $50,000 to $59,999",3070,1630,1440
Kawartha Lakes,197,"    $60,000 to $69,999",2565,1475,1090
Kawartha Lakes,198,"    $70,000 to $79,999",1950,1230,720
Kawartha Lakes,199,"    $80,000 to $89,999",1615,1005,605
Kawartha Lakes,200,"    $90,000 to $99,999",1440,815,630
Kawartha Lakes,201,"    $100,000 and over",3930,2775,1155
Kawartha Lakes,202,"      $100,000 to $124,999",2030,1360,675
Kawartha Lakes,203,"      $125,000 and over",1895,1410,485
